,개인,외국인,기관
2006-06-30,"-3,446 ","2,013 ","1,432 "
2006-06-29,"-1,565 ","-1,831 ","3,396 "
2006-06-28,994 ,"-1,329 ",335 
2006-06-27,61 ,-458 ,397 
2006-06-26,-149 ,"-1,833 ","1,982 "
2006-06-23,866 ,"-1,266 ",401 
2006-06-22,-381 ,-154 ,535 
2006-06-21,"1,595 ","-2,005 ",411 
2006-06-20,"1,357 ",-629 ,-728 
2006-06-19,596 ,-376 ,-219 
2006-06-16,"-2,375 ",-485 ,"2,860 "
2006-06-15,"1,471 ","-1,136 ",-335 
2006-06-14,106 ,"-5,106 ","5,000 "
2006-06-13,939 ,"-1,651 ",712 
2006-06-12,149 ,"-2,480 ","2,331 "
2006-06-09,"2,808 ","-5,369 ","2,560 "
2006-06-08,"2,701 ","-1,415 ","-1,286 "
2006-06-07,"-1,296 ","-2,268 ","3,564 "
2006-06-05,-17 ,"1,031 ","-1,014 "
2006-06-02,"-1,071 ",-488 ,"1,559 "
2006-06-01,-429 ,614 ,-185 
2006-05-30,-996 ,998 ,-2 
2006-05-29,-544 ,"1,439 ",-895 
2006-05-26,"-1,086 ",-835 ,"1,921 "
2006-05-25,"1,574 ","-2,345 ",771 
2006-05-24,-193 ,"-3,779 ","3,972 "
2006-05-23,-493 ,"-6,681 ","7,173 "
2006-05-22,902 ,-989 ,87 
2006-05-19,"2,502 ","-4,690 ","2,188 "
2006-05-18,"1,957 ","-4,129 ","2,172 "
2006-05-17,-953 ,"-1,069 ","2,023 "
2006-05-16,"1,965 ","-3,575 ","1,609 "
2006-05-15,"2,594 ","-3,131 ",536 
2006-05-12,"3,351 ",-854 ,"-2,497 "
2006-05-11,560 ,"-3,069 ","2,509 "
2006-05-10,-251 ,-259 ,510 
2006-05-09,-727 ,"1,362 ",-634 
2006-05-08,-233 ,-32 ,264 
2006-05-04,696 ,"-1,136 ",440 
2006-05-03,-23 ,-932 ,955 
2006-05-02,664 ,"-1,694 ","1,030 "
2006-04-28,"2,747 ","-1,744 ","-1,003 "
2006-04-27,885 ,"-6,899 ","6,013 "
2006-04-26,"-1,206 ","-2,596 ","3,802 "
2006-04-25,446 ,"-4,891 ","4,445 "
2006-04-24,"2,540 ",128 ,"-2,668 "
2006-04-21,"-1,493 ","1,150 ",343 
2006-04-20,519 ,-244 ,-275 
2006-04-19,"-2,271 ","3,158 ",-888 
2006-04-18,"-1,347 ","-1,100 ","2,447 "
2006-04-17,"1,379 ",560 ,"-1,938 "
2006-04-14,"-3,743 ",691 ,"3,052 "
2006-04-13,634 ,"-1,821 ","1,187 "
2006-04-12,901 ,"-1,809 ",908 
2006-04-11,890 ,"8,942 ","-9,831 "
2006-04-10,-735 ,"-1,286 ","2,022 "
2006-04-07,-553 ,551 ,2 
2006-04-06,"-2,680 ","1,250 ","1,430 "
2006-04-05,"-1,680 ","3,234 ","-1,554 "
2006-04-04,"-2,255 ","4,971 ","-2,716 "
2006-04-03,"-3,387 ","2,412 ",975 
2006-03-31,"-2,991 ","1,127 ","1,865 "
2006-03-30,"-1,554 ",-387 ,"1,941 "
2006-03-29,"-1,810 ",-837 ,"2,648 "
2006-03-28,"-1,544 ","1,163 ",381 
2006-03-27,"-1,972 ","1,245 ",727 
2006-03-24,"-1,451 ",410 ,"1,040 "
2006-03-23,920 ,"1,139 ","-2,059 "
2006-03-22,"3,196 ",512 ,"-3,708 "
2006-03-21,523 ,857 ,"-1,380 "
2006-03-20,"-1,246 ",-676 ,"1,922 "
2006-03-17,-877 ,-5 ,882 
2006-03-16,"-2,318 ","1,266 ","1,052 "
2006-03-15,"-1,510 ",-777 ,"2,287 "
2006-03-14,"1,037 ","2,018 ","-3,055 "
2006-03-13,"-1,050 ",441 ,608 
2006-03-10,572 ,302 ,-874 
2006-03-09,"1,751 ","-3,093 ","1,341 "
2006-03-08,"1,082 ","-4,821 ","3,739 "
2006-03-07,"1,391 ","-1,303 ",-88 
2006-03-06,0 ,"-2,236 ","2,236 "
2006-03-03,"3,910 ","-1,461 ","-2,449 "
2006-03-02,51 ,-248 ,198 
2006-02-28,-359 ,0 ,359 
2006-02-27,-394 ,807 ,-413 
2006-02-24,"-1,553 ",59 ,"1,493 "
2006-02-23,"-3,474 ",114 ,"3,360 "
2006-02-22,"1,838 ",859 ,"-2,697 "
2006-02-21,195 ,"-1,527 ","1,331 "
2006-02-20,"-2,181 ","-1,114 ","3,295 "
2006-02-17,"-3,031 ","1,820 ","1,211 "
2006-02-16,"-2,499 ",-219 ,"2,719 "
2006-02-15,"2,720 ","-1,343 ","-1,376 "
2006-02-14,-476 ,"-3,811 ","4,287 "
2006-02-13,"1,877 ",651 ,"-2,528 "
2006-02-10,-611 ,-53 ,664 
2006-02-09,"1,400 ",477 ,"-1,877 "
2006-02-08,824 ,"-1,506 ",683 
2006-02-07,-192 ,-297 ,489 
2006-02-06,877 ,-777 ,-100 
2006-02-03,"2,214 ",557 ,"-2,771 "
2006-02-02,"1,421 ","-1,463 ",42 
2006-02-01,"-1,770 ","1,421 ",349 
2006-01-31,"-1,673 ","3,010 ","-1,337 "
2006-01-27,"-2,256 ","1,604 ",652 
2006-01-26,171 ,"2,179 ","-2,350 "
2006-01-25,712 ,"6,481 ","-7,193 "
2006-01-24,-664 ,"3,206 ","-2,542 "
2006-01-23,"-5,209 ",963 ,"4,246 "
2006-01-20,"-1,958 ","4,622 ","-2,664 "
2006-01-19,-988 ,835 ,153 
2006-01-18,"1,185 ","-3,107 ","1,922 "
2006-01-17,"1,041 ",960 ,"-2,001 "
2006-01-16,-865 ,-851 ,"1,717 "
2006-01-13,-796 ,-416 ,"1,211 "
2006-01-12,-700 ,"1,632 ",-932 
2006-01-11,-380 ,"-2,158 ","2,538 "
2006-01-10,530 ,834 ,"-1,364 "
2006-01-09,627 ,"-1,540 ",913 
2006-01-06,"-1,693 ",113 ,"1,580 "
2006-01-05,"-2,203 ",865 ,"1,338 "
2006-01-04,"-2,311 ","1,876 ",434 
2006-01-03,"1,162 ",-62 ,"-1,100 "
2006-01-02,"-1,578 ",394 ,"1,183 "
2005-12-29,"-1,578 ",394 ,"1,183 "
2005-12-28,700 ,"-1,249 ",549 
2005-12-27,"-1,603 ",28 ,"1,575 "
2005-12-26,-459 ,-852 ,"1,311 "
2005-12-23,311 ,-943 ,633 
2005-12-22,861 ,-183 ,-678 
2005-12-21,-15 ,-304 ,319 
2005-12-20,128 ,"-1,155 ","1,027 "
2005-12-19,"-1,128 ","-2,872 ","4,001 "
2005-12-16,"1,517 ","-1,647 ",129 
2005-12-15,576 ,"-2,427 ","1,851 "
2005-12-14,"1,175 ","1,229 ","-2,404 "
2005-12-13,34 ,"-1,246 ","1,212 "
2005-12-12,"-2,123 ","-2,905 ","5,028 "
2005-12-09,81 ,"-2,524 ","2,443 "
2005-12-08,"1,290 ","-1,494 ",204 
2005-12-07,990 ,-215 ,-775 
2005-12-06,-965 ,582 ,383 
2005-12-05,-842 ,"1,066 ",-224 
2005-12-02,"-1,973 ","3,639 ","-1,666 "
2005-12-01,-493 ,-215 ,708 
2005-11-30,"-2,197 ",-978 ,"3,175 "
2005-11-29,"1,106 ",-760 ,-345 
2005-11-28,-126 ,-300 ,426 
2005-11-25,49 ,"-1,285 ","1,236 "
2005-11-24,-372 ,585 ,-213 
2005-11-23,"-1,788 ",-443 ,"2,231 "
2005-11-22,"2,946 ","-1,949 ",-997 
2005-11-21,622 ,146 ,-767 
2005-11-18,-273 ,"1,256 ",-983 
2005-11-17,-66 ,153 ,-87 
2005-11-16,-721 ,-624 ,"1,345 "
2005-11-15,914 ,-779 ,-136 
2005-11-14,-778 ,"1,786 ","-1,008 "
2005-11-11,"-3,900 ",333 ,"3,567 "
2005-11-10,-482 ,-939 ,"1,421 "
2005-11-09,"-2,018 ",-412 ,"2,431 "
2005-11-08,"-1,138 ",-523 ,"1,662 "
2005-11-07,-85 ,80 ,5 
2005-11-04,"-2,490 ",795 ,"1,695 "
2005-11-03,"-2,597 ","1,191 ","1,405 "
2005-11-02,"-3,044 ",398 ,"2,646 "
2005-11-01,"-1,825 ","2,403 ",-578 
2005-10-31,-527 ,-909 ,"1,436 "
2005-10-28,"3,095 ",-557 ,"-2,538 "
2005-10-27,"1,865 ",72 ,"-1,937 "
2005-10-26,"2,460 ",-648 ,"-1,813 "
2005-10-25,641 ,-907 ,266 
2005-10-24,581 ,-214 ,-367 
2005-10-21,"-3,274 ","-2,383 ","5,657 "
2005-10-20,"-1,483 ","-1,473 ","2,956 "
2005-10-19,"1,180 ","-2,774 ","1,594 "
2005-10-18,"-1,671 ","-1,982 ","3,653 "
2005-10-17,-535 ,-978 ,"1,514 "
2005-10-14,"2,011 ","-2,251 ",240 
2005-10-13,"7,044 ",-878 ,"-6,165 "
2005-10-12,"2,270 ",-466 ,"-1,804 "
2005-10-11,"-1,708 ",-632 ,"2,340 "
2005-10-10,"-3,122 ","-1,177 ","4,299 "
2005-10-07,225 ,"-4,171 ","3,946 "
2005-10-06,"4,085 ","-2,077 ","-2,008 "
2005-10-05,"2,067 ",4 ,"-2,071 "
2005-10-04,-916 ,"-2,212 ","3,129 "
2005-09-30,-718 ,-339 ,"1,057 "
2005-09-29,"-1,010 ",-521 ,"1,532 "
2005-09-28,-733 ,-466 ,"1,199 "
2005-09-27,-332 ,-634 ,966 
2005-09-26,"-1,821 ","-2,817 ","4,638 "
2005-09-23,"1,828 ","-2,182 ",353 
2005-09-22,579 ,"-1,218 ",639 
2005-09-21,-681 ,822 ,-142 
2005-09-20,"1,150 ",-688 ,-461 
2005-09-16,"1,135 ","-1,277 ",142 
2005-09-15,"1,455 ",-498 ,-958 
2005-09-14,-49 ,"-1,590 ","1,639 "
2005-09-13,537 ,748 ,"-1,285 "
2005-09-12,-43 ,"1,505 ","-1,462 "
2005-09-09,173 ,"-1,260 ","1,087 "
2005-09-08,-663 ,14 ,649 
2005-09-07,"-2,117 ",472 ,"1,645 "
2005-09-06,"-2,725 ",-873 ,"3,598 "
2005-09-05,-144 ,338 ,-194 
2005-09-02,"-2,754 ","1,307 ","1,446 "
2005-09-01,"-2,168 ",816 ,"1,352 "
2005-08-31,-908 ,-214 ,"1,122 "
2005-08-30,427 ,-393 ,-34 
2005-08-29,-128 ,859 ,-732 
2005-08-26,-448 ,-278 ,726 
2005-08-25,646 ,"-2,538 ","1,891 "
2005-08-24,"2,805 ",-63 ,"-2,743 "
2005-08-23,377 ,"-3,534 ","3,157 "
2005-08-22,"-1,655 ","-1,453 ","3,108 "
2005-08-19,17 ,-353 ,336 
2005-08-18,801 ,-641 ,-159 
2005-08-17,200 ,"-1,984 ","1,784 "
2005-08-16,248 ,-518 ,270 
2005-08-12,229 ,125 ,-354 
2005-08-11,-844 ,218 ,625 
2005-08-10,22 ,675 ,-697 
2005-08-09,-71 ,"-1,006 ","1,077 "
2005-08-08,-699 ,-878 ,"1,577 "
2005-08-05,"-1,777 ",-505 ,"2,282 "
2005-08-04,"-1,220 ",-446 ,"1,666 "
2005-08-03,-207 ,219 ,-12 
2005-08-02,-744 ,926 ,-182 
2005-08-01,-57 ,792 ,-734 
2005-07-29,-719 ,683 ,35 
2005-07-28,-612 ,"1,148 ",-536 
2005-07-27,-315 ,-110 ,425 
2005-07-26,-850 ,679 ,171 
2005-07-25,"-2,185 ",-502 ,"2,687 "
2005-07-22,"-1,811 ",-834 ,"2,645 "
2005-07-21,776 ,443 ,"-1,220 "
2005-07-20,"-1,670 ","1,631 ",39 
2005-07-19,-140 ,-340 ,480 
2005-07-18,439 ,"-1,041 ",602 
2005-07-15,-787 ,"1,353 ",-566 
2005-07-14,"-2,164 ","1,670 ",494 
2005-07-13,"-1,373 ",728 ,645 
2005-07-12,"-1,283 ","3,044 ","-1,761 "
2005-07-11,"-1,837 ","1,166 ",670 
2005-07-08,-940 ,"1,643 ",-703 
2005-07-07,"-1,541 ",805 ,736 
2005-07-06,-292 ,759 ,-467 
2005-07-05,-504 ,"1,002 ",-497 
2005-07-04,-322 ,"1,080 ",-758 
2005-07-01,"-1,043 ","1,153 ",-110 
2005-06-30,"-1,858 ",442 ,"1,417 "
2005-06-29,"-1,355 ",-556 ,"1,911 "
2005-06-28,-836 ,617 ,219 
2005-06-27,"1,002 ",469 ,"-1,471 "
2005-06-24,297 ,30 ,-327 
2005-06-23,"-1,029 ",909 ,120 
2005-06-22,-645 ,"-1,260 ","1,905 "
2005-06-21,-54 ,"-1,569 ","1,623 "
2005-06-20,131 ,121 ,-252 
2005-06-17,-602 ,12 ,589 
2005-06-16,-892 ,-372 ,"1,264 "
2005-06-15,"-1,688 ",-847 ,"2,535 "
2005-06-14,-421 ,-338 ,759 
2005-06-13,-171 ,316 ,-145 
2005-06-10,-524 ,-275 ,800 
2005-06-09,-747 ,-139 ,886 
2005-06-08,"-1,644 ",-753 ,"2,396 "
2005-06-07,-107 ,719 ,-612 
2005-06-03,"-1,319 ","1,035 ",283 
2005-06-02,"-1,360 ","1,633 ",-273 
2005-06-01,-755 ,256 ,499 
2005-05-31,"-1,100 ",79 ,"1,022 "
2005-05-30,-976 ,485 ,491 
2005-05-27,"-2,958 ",-86 ,"3,044 "
2005-05-26,-47 ,"-1,470 ","1,517 "
2005-05-25,"-1,037 ","1,036 ",0 
2005-05-24,-560 ,-493 ,"1,052 "
2005-05-23,-285 ,-522 ,808 
2005-05-20,"-1,446 ","1,230 ",216 
2005-05-19,"-3,520 ",-124 ,"3,643 "
2005-05-18,"-1,083 ",-271 ,"1,354 "
2005-05-17,-515 ,115 ,400 
2005-05-16,-758 ,-200 ,957 
2005-05-13,-85 ,55 ,31 
2005-05-12,-128 ,-701 ,829 
2005-05-11,-232 ,423 ,-192 
2005-05-10,-819 ,-63 ,881 
2005-05-09,-216 ,"1,058 ",-841 
2005-05-06,"-1,684 ","1,333 ",351 
2005-05-04,-550 ,-931 ,"1,481 "
2005-05-03,208 ,12 ,-219 
2005-05-02,-513 ,83 ,429 
2005-04-29,-807 ,-865 ,"1,671 "
2005-04-28,348 ,"-1,254 ",906 
2005-04-27,"1,317 ",-306 ,"-1,011 "
2005-04-26,-977 ,543 ,434 
2005-04-25,-614 ,-475 ,"1,088 "
2005-04-22,"-1,274 ",716 ,559 
2005-04-21,-522 ,-973 ,"1,496 "
2005-04-20,521 ,754 ,"-1,274 "
2005-04-19,615 ,-440 ,-174 
2005-04-18,-450 ,-389 ,839 
2005-04-15,"1,633 ",144 ,"-1,776 "
2005-04-14,"4,340 ",883 ,"-5,223 "
2005-04-13,114 ,-406 ,292 
2005-04-12,605 ,190 ,-795 
2005-04-11,739 ,-155 ,-584 
2005-04-08,-168 ,"-1,069 ","1,237 "
2005-04-07,-979 ,15 ,964 
2005-04-06,-591 ,-331 ,922 
2005-04-04,51 ,73 ,-125 
2005-04-01,"-1,610 ",102 ,"1,509 "
2005-03-31,-659 ,215 ,444 
2005-03-30,568 ,"-2,076 ","1,507 "
2005-03-29,"1,364 ",-210 ,"-1,154 "
2005-03-28,-947 ,"-1,143 ","2,089 "
2005-03-25,-536 ,-628 ,"1,164 "
2005-03-24,514 ,"-2,300 ","1,786 "
2005-03-23,887 ,-996 ,109 
2005-03-22,-104 ,"-1,148 ","1,252 "
2005-03-21,-924 ,-370 ,"1,294 "
2005-03-18,"-1,914 ",-841 ,"2,755 "
2005-03-17,-116 ,"-1,402 ","1,518 "
2005-03-16,-706 ,"-2,025 ","2,731 "
2005-03-15,"2,428 ",-30 ,"-2,398 "
2005-03-14,"1,196 ",-291 ,-904 
2005-03-11,"-1,972 ","-1,905 ","3,877 "
2005-03-10,"2,346 ","-1,647 ",-699 
2005-03-09,"-1,739 ","-1,375 ","3,114 "
2005-03-08,432 ,-957 ,525 
2005-03-07,827 ,-102 ,-725 
2005-03-04,-296 ,-428 ,724 
2005-03-03,772 ,"-1,467 ",695 
2005-03-02,"2,399 ",385 ,"-2,784 "
2005-02-28,-365 ,"2,884 ","-2,519 "
2005-02-25,"-1,315 ","1,465 ",-150 
2005-02-24,"-1,046 ",-85 ,"1,131 "
2005-02-23,-615 ,-796 ,"1,411 "
2005-02-22,177 ,"1,316 ","-1,494 "
2005-02-21,"3,425 ","1,848 ","-5,273 "
2005-02-18,"-1,011 ",600 ,412 
2005-02-17,-587 ,474 ,113 
2005-02-16,-122 ,"1,195 ","-1,073 "
2005-02-15,122 ,"1,053 ","-1,175 "
2005-02-14,"-2,181 ",913 ,"1,268 "
2005-02-11,662 ,"1,004 ","-1,666 "
2005-02-07,"-1,886 ","1,793 ",93 
2005-02-04,-938 ,-31 ,969 
2005-02-03,"-1,224 ",402 ,822 
2005-02-02,365 ,-336 ,-28 
2005-02-01,814 ,955 ,"-1,769 "
2005-01-31,"-1,202 ",-468 ,"1,670 "
2005-01-28,-15 ,-745 ,760 
2005-01-27,-417 ,260 ,157 
2005-01-26,"-1,862 ",694 ,"1,168 "
2005-01-25,74 ,408 ,-481 
2005-01-24,-401 ,"1,240 ",-839 
2005-01-21,-161 ,"-1,518 ","1,678 "
2005-01-20,605 ,-199 ,-406 
2005-01-19,337 ,-258 ,-79 
2005-01-18,-434 ,"1,047 ",-613 
2005-01-17,"-2,578 ","3,273 ",-695 
2005-01-14,"-3,914 ","1,892 ","2,022 "
2005-01-13,-533 ,-269 ,802 
2005-01-12,16 ,966 ,-982 
2005-01-11,-648 ,-35 ,682 
2005-01-10,150 ,440 ,-590 
2005-01-07,"1,143 ",178 ,"-1,321 "
2005-01-06,858 ,-6 ,-852 
2005-01-05,10 ,246 ,-256 
2005-01-04,-63 ,397 ,-334 
2005-01-03,-488 ,995 ,-507 
